id,query,product_title,product_description,median_relevance,relevance_variance,,
21631,digital camera,Panasonic Lumix TS25 16MP Waterproof Digital Camera with 4x Optical Zoom - Orange,"Family life can be tough on technology, so that's why you need a Panasonic TS25, 16MP Waterproof Digital Camera. The rugged, anything-goes design of this amazing Panasonic camera allows it to be waterproof up to 23ft, freeze-proof up to 14°F, shockproof from drops of up to 5ft, as well as dustproof, making it ideal for your active, on-the-go lifestyle. Aside from its life-proof design, this compact camera with 2.7"" LCD screen takes crisp and vivid 16.1MP pictures with the help of features like a 4x optical zoom, intelligent auto mode and sonic speed auto focus, to give you effortlessly perfect photos with every click. Sophisticated enough to capture low light images as well as high-speed action, this versatile waterproof camera is a must-have for your family.",4,0,,
21632,sweater dress,Halston Heritage Cowl Neck Sweater Dress Light Syrah Small,,4,0,,
21633,skechers womens shoes,Tredsafe Bailey Women's Slip Resistant Athletic Shoe,"These Tredsafe Bailey women's slip resistant athletic shoes are great for work and after work. They feature patented outsole design, elevated rubber bottom for superior slip resistance and much more to ensure your comfort and safety.


Tredsafe Bailey Women's Slip Resistant Athletic Shoe:

    Manmade Upper
    Patented outsole design
    Mark II rubber bottom for superior slip resistance
    Restaurant tested and approved
    Perfect for work and after work",2,0.471,,
21634,levis 505,Levi's Boys' 505 Regular Fit Jeans,"A classic with all the right detailing. Take his classic looks to another level and pair these cool, iconic 505 jeans from Levi's® with his favorite graphic tees and charming button-downs for easy, no-fuss outfitting.",4,0.471,,
21636,acoustic guitar clamp,New Black Folk Acoustic Electric Tune Quick Guitar Trigger Capo Key Clamp change,,4,0.943,,
21637,levis,Signature by Levi Strauss & Co. Men's Regular Fit Jeans,Also available in Big Men's sizes.Also available in Men's Big sizes,4,0,,
21638,aveeno shampoo,"Salon Grafix Invisible Dry Spray Shampoo, 4 oz",Salon Grafix's Invisible Dry Spray Shampoo goes on clear to clean and refresh your hair -- no powdery residue. Just spray in and brush out.,1,0.471,,
21639,legos,LEGO City Great Vehicles Camper Van Building Set,"An exciting outdoor adventure awaits with this LEGO City Great Vehicles Camper Van Building Set For Kids. This toy building set has 195 pieces, which can be put together to create a fun camper van. Kids can also customize a new van or put together any other creation their imagination can dream up. This box includes two adventurer mini figures with assorted accessories, including a canoe, two oars, two life vests and two coffee mugs. When built, the doors actually open and the canoe can be conveniently stored on the roof, which has compartments. There is a lot of space to add more adventurer characters to the scene or other types of LEGO furniture. Collect other models to add on (sold separately).",4,0,,
21641,hair accessories,"Conair Hype Hair Bundle - Includes 1 Bonnet, 1 Cap, 36 Pins","The Conair Hype Hair Accessories for the Multicultural Hair Type gives new and exciting styling ideas and looks for you to show off! This bundles includes a lightweight mesh sleep cap in leapord print, 2 packs of 18 comfort curved wrap pins - leapord print and black, and a magenta lace wrap cap that can be used day and night!",4,0.943,,
21643,silver jeans,90210 Silver Jeans Men's 3.3-ounce Eau de Toilette Spray (Tester),"Introduced by the design house of Giorgio Beverly Hills, 90210 Silver Jeans is classified as a masculine scent.",2,0.894,,
21646,coffee for nespresso,CaffíÂ Furia - HAZELNUT - Italian Coffee Capsules for Nespresso Espresso Makers,"eBay item number:111652984384


	Seller assumes all responsibility for this listing.

		Last updated on
		&nbsp;Apr 28, 2015 11:36:27 PDT&nbsp;
		View all revisions





					<strong>Item specifics</strong>
					<table>

						<tr>
									<td>
									 			Condition:</td>

											<td>





																New: A brand-new, unused, unopened, undamaged item. See the seller's listing for full details



																					See all condition definitions<strong>- opens in a new window or tab</strong>




													</td>
										<td>
									 			Brand: </td>

											<td>
												<strong>Caffe Furia</strong></td>
										</tr>
							<tr>
									<td>
									 			Country/Region of Manufacture: </td>

											<td>
												Italy</td>
										<td>
									 			Expiration Date: </td>

											<td>
												OCT-13-2016</td>
										</tr>

							</table>








									<strong>TheJavaFly</strong>

         thejavafly

	            (2870
	                    )

99.7%




										Visit Store: &nbsp;
										TheJavaFly












				<table>
	<tr>
		<td>
			<table><tbody><tr><td><strong>Welcome to the Javafly!&nbsp;</strong><br><strong>Description:</strong><blockquote><p>*Warm and Mellow and a Little Nutty (With Flavor)</p>

<p>*Caffe Furia Hazelnut has a remarkable persistent aromas of natural chocolate nutty flavor and a warm pleasant aftertaste</p>

<p>*20% Arabica, 80% Robusta, 4% Natural Flavors</p>

<p>*Brazilian and Colombian Arabicas, African Tropic (Ethiopia, Uganda, Tongo) Arabica and Robusta, Asia and South East Asia (India, Vietnam, Indonesia) Arabica and Robusta</p>*Dark Roast<br>*<strong>Everyone knows that Hazelnut is delicious on its own.So we wondered. What would happen if we combined this heavenly nut with the worlds most authentic Italian espresso? Well, the answer is simple. You get the a Sistine Chapel. In a tiny cup. No wonder why a lot of people are pretty obsessed with Caffe Furia Hazelnut right now. It’s practically a tasty form of happy amazement packed into a cute little Nespresso friendly capsule.Now we know that when it comes to taking %110 Italian Espresso to the next level of deliciousness, the possibilities are endless. What else should we try? Available as a single portion Nespresso capsule alternative with .7 more grams of espresso than the average capsule. Sempre fatto in Italia. Always Made in Italy. Just like you, we love great coffee, great espresso and our Nespresso machines�?but we weren’t such big fans of the cost or the selection. Why should we be limited to a handful of flavours, with the occasional, seasonal “special�?blend when even the most generic single-serve coffee makers have hundreds of options available right out the gate? That’s why our Nespresso compatible espresso capsules unleash the world’s best espresso bar, right in your own home; Creating the perfect espresso isn’t just our business, it’s our passion. Over the last 14 years we’ve refined our process and combed every corner of the earth to locate the best sources for our espresso capsules. The result is Caffè Furia, a fiercely delicious Italian espresso. Each capsule is packed with the rich, golden crema that you crave, the delicious aroma and 5.7g of freshly packed beans (compare that with 5g in a typical Nespresso cap) - all in the same easy-to-use, no fuss packaging you’re already used to.</strong>&nbsp;</br></blockquote><strong><br></br></strong><strong><br></br></strong><strong>About us:</strong><strong>Java Fly!</strong>&nbsp;Specializes&nbsp;in providing customers with prompt, professional service and selling products at competitive prices. &nbsp;Our management team has over 8 years of industry experience and knowledge on how to respect and serve customers. We dedicate ourselves to providing products that will make a difference in peoples lives. Whether&nbsp;its our Dashcam to record surroundings while driving or coffee Espresso/Vue's to wake you up in the morning, we have it all.&nbsp;For any inquiries related to our products please do not&nbsp;hesitate&nbsp;to email us<strong>Terms:</strong>We pride ourselves in providing positive customer service and work hard to ensure 100% customer satisfaction.&nbsp;We accept returns for goods that have been received faulty or if the product fails. Products must have the original receipt and must be in original packing. Goods returned at buyer’s expense.All goods claimed as faulty must be received prior to sending out replacements.If there are any issues regarding orders, purchases or any general inquiries please to not hesitate to email us and we will respond accordingly.&nbsp;Warranty does not apply to sale items.<strong>Payment:</strong><blockquote>We accept Paypal, bank deposit, personal checks and bank checks*. &nbsp;Our banking details will be presented on checkout.&nbsp;When making Banking deposits please use a specific ID eg: your username, products purchased or date.</blockquote><strong><br></br></strong><strong><br></br></strong><strong>Contact us:</strong>&nbsp; &nbsp; You can contact us anytime by emailing us. We will try our best to answer any questions you may have in a timely fashion.&nbsp;</br></td></tr></tbody></table><p></p>On May-28-14 at 18:07:54 PDT, seller added the following information:<p>
<table><tbody><tr><td><strong>Every buyer gets a MyStoreRewards invitation for cash back</strong></td><td></td></tr></tbody></table></p></td></tr></table>",4,0.471,,
21647,bike for children,CFG Skylanders S16 Kids Bicycle,"Get ready for adventure with the Skylanders 16-inch bicycle. This bike has a steel frame, an easy to use rear coaster brake plus rear handbrake, chain guard for safety, training wheels for learning, and a Skylanders faceplate and pad for style. This bicycle also has a quick release seat for no-tool seat adjustment.",4,0.471,,
21648,glitter vials,"Artbin Glitter Glue Tray, Holds 32","Storage designed for creative minds
Each tray holds thirty-two .5 oz bottles and features a kickstand for easy access
Designed to use with Artbin Super Satchel #6955AB and Semi-Satchel #6925AB
Contains one 12-1/4"" x 6"" bottle storage tray
Accessories not included
Made in USA",2,0.748,,
21649,pots and pans set,Chantal Copper Fusion 7-Piece Cookware Set in Onyx,"Web exclusive! Release your inner gourmand with this first class 7 piece cookware set. Whatever is on the menu, Chantal 7-pc. Onyx Enamel with Copper Fusion Cookware Set offers the perfect gourmet experience. The premium enamel cookware is the perfect choice for healthy cooking and busy lifestyles. With German-engineered copper fusion, you re ensured superior heat distribution, while the stick resistant, enamel-on-steel cookware offers easy clean functionality. Onyx Includes: 1.7qt. and 3qt. sauce pans with lids, 6 qt. casserole with lid and 10""frying pan Material: enamel and carbon steel Dishwasher, induction stove and oven safe Imported",4,1.166,,
